ID Number,Project Name,Year Reported,"Brief Habitat Description (sources of impacts, significant features, site uses, etc.)",Project Description,GPRA Habitat Type (more complex),Habitat Type (basic ESA categories)(existing databases),HMPU Habitat Type for Restoration,Restoration Technique (GPRA dropdown menu),GPRA Activity (slightly more complex),Basic Activity (Enhance/Rest),"Previously Reported (same location, different technique) (Yes/No dropdown menu)?",Acres,Linear Miles,Linear Feet,"Latitude (decimal degrees, minimum 3 decimals)","Longitude (decimal degrees, minimum 3 decimals)","Lead Partner/Implementor (please spell out everything, no acronyms)","Other Partners (please spell out everything, no acronyms)",Site Ownership,Total Project Cost (best guess),Donated Land at no cost (Yes/No dropdown menu),Primary Funding Source,Project Benefits (dropdown menu),Photo 1 (Before) Credit,Photo 1 (Before) Caption,Photo 2 (During) Credit,Photo 2 (During) Caption,Photo 3 (After) Credit,Photo 3 (After) Caption,Project Completion Date (month/year) (start date prior to 2020),TBEP Notes,Oyster?
R-139,Waterfront Park Spring Feature,2019,,"Spring restoration associated with living shoreline project: removal of 150 LF existing sea wall and concrete; installation of 240 tons of rip rap stone, 36 tons of oyster shell and 3,300 SF of geosynthetic mesh for the oyeter bags; installation of 450 herbaceous estuarine plantings.  Spring Feature work consisted of : Removal of an existing concrete head wall and 15 LF of existing storm pipe, installation of 1 pre-cast flared end section, and installation of 1,200 SF of impervious geotextile fabric, installation of approx. 60 tons of frip rap stone around an existing spring discharging into Tampa Bay, and installation of estuarine plants.",,Estuarine,Intertidal Estuarine (Other),Vegetation Buffer,,Restoration,,0.2,,,27.98927,-82.68581,City of Safety Harbor,TBERF,,200490,,,Improve or protect water quality,,,,,,,,,x
E-323,Abercrombie Park Expansion Project,2020,Coastal upland habitat with archaeological site with consistent recreational use,St. Petersburg purchased 3.5 acres in 2015 and restored the property to restore its natural and cultural features. Over 200 cubic yards of invasive species were removed in FY20. Many native trees and plants have been installed.,Forest/Woodland,Uplands,Coastal Uplands,Planting,Enhancement,Enhancement,,2.5,,,27.80614,-82.75566,City of St. Petersburg,none,City of St. Petersburg,50000,No,City of St. Petersburg,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Jun-,,
E-324,Alafia River Corridor Nature Preserve,2020,Fragmented riverine ecosystem due to previous mining activity along with pine flatwoods,Maintenance of existing groundcover restoration area ,Forest/Woodland,Uplands,Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Maintenance,Enhancement,No,30,,,27.825,-82.2974,Hillsborough County,,SWFWMD / Hillsborough County,11950,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Jul-,,
E-325,Alafia River State Park Native Planting,2020,"Alafia River State Park is a reclaimed phosphate mine area, and includes habitats from upland pine forests grading to a freshwater riverine system.",Volunteers planted 3500 native trees (Longleaf pine and Florida slash pine),Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Planting,Enhancement,Enhancement,No,20,,,27.78,-82.14248,Keep Tampa Bay Beautiful,,Florida Department of Environmental Protection,in-kind,,,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Dec-,,
E-326,Apollo Beach Nature Preserve,2020,Spoil dredged from Tampa Bay then restored as a coastal habitat including a man-made beach,Stabilize shoreline and adjacent soils,Other,Mix (estuarine and upland),Intertidal Estuarine (Other),Beach Nourishment,Protection,Enhancement,No,0.3,,,27.79217,-82.41919,Hillsborough County,,Hillsborough County,7800,No,BOCC,Erosion Control,,,,,,,2019-Jul-,,
E-327,Bahia Beach Invasive Species Management (PRF 16-03),2020,"The Bahia Beach area includes mangrove forests, coastal hydric hammock and salt barrens. The highly invasive cogongrass and Brazilian pepper had become an issue on the site.","The project included removal of highly invasive species from important ecological communities, including mangrove forests, coastal hydric hammock and salt barrens in the Bahia Beach area. Staff focused on treating cogon grass in the treatment zone and ELAPP purchased herbicide for future application on the site to treat Brazilian Pepper, as seeds will continue to sprout for 3 years post-treatment. Applied herbicides included Roundup, Garlon, Clearcast, Induce, Glyphosphate, Pendimethalin, and Imazapyr. The project also constructed a public exhibit for seasonal display in the on-site kiosk.",Mangrove,Mix (estuarine and upland),Intertidal Estuarine (Other),Invasives Control/Removal - Vegetation,Enhancement,Enhancement,No,80,,,27.72108,-82.46384,Hillsborough County Conservation and Environmental Lands Management Department,,Hillsborough County Conservation and Environmental Lands Management Department,34156,No,EPC Pollution Recovery Fund,Protect or preserve open space,,,,,,,2019-Jan-,,
E-328,Balm Scrub Preserve,2020,"Forest/Woodland: An area of land covered by trees and understory vegetation, sometimes mixed with pasture; forests are described in terms of crown cover, such as closed forest, open forest, woodland and open woodland, and in terms of height of the tallest stratum, such as tall (over 30 meters), medium (10-30 meters) and low trees (under 10 meters).",Improve pine flatwoods habitat and reduce fuels to facilitate prescribed burning in urbanized area ,Forest/Woodland,Uplands,Uplands (Non-coastal),Other,Enhancement,Enhancement,No,230,,,27.74573,-82.28037,Hillsborough County,,Hillsborough County,49999,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Jul-,,
E-329,Brooker Creek Headwaters Nature Preserve,2020,"Forest/Woodland: An area of land covered by trees and understory vegetation, sometimes mixed with pasture; forests are described in terms of crown cover, such as closed forest, open forest, woodland and open woodland, and in terms of height of the tallest stratum, such as tall (over 30 meters), medium (10-30 meters) and low trees (under 10 meters).",Improve pine flatwoods habitat and reduce fuels to facilitate prescribed burning in urbanized area ,Forest/Woodland,Uplands,Uplands (Non-coastal),Other,Enhancement,Enhancement,No,50,,,28.13785,-82.56036,Hillsborough County,,SWFWMD / Hillsborough County,22855,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Jul-,,
E-330,Brooker Creek Preserve Flatwoods Restoration,2020,"Pine flatwoods in Brooker Creek Preserve, north Pinellas County","Increase the flatwoods’ biodiversity and reduce the high fuel loads through mechanical thinning with use of mulching head mower equipment.  This will also allow these areas to be burned under safer conditions and put on a regular burn regime to maintain the plant biodiversity, which will also provide good habitat for resident wildlife.",Forest/Woodland,Uplands,Uplands (Non-coastal),Debris Removal,Enhancement,Enhancement,No,192,,,28.09642,-82.65563,Pinellas County,None,Pinellas County,227520,No,Operating Budget,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Jun-,,
E-331,Brooker Creek Preserve Mt Brooker Exotics,2020,"Disturbed areas in the south end of Brooker Creek Preserve, north Pinellas County","Nuisance exotic vegetation control, including cogongrass, Brazilian pepper, and Chinese tallow trees. Methods included bush hog mowing and herbicide application (Glyphosate, Triclopyr, and Imazapyr).",Forest/Woodland,Uplands,Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,No,40,,,28.06587,-82.67212,Pinellas County,None,Pinellas County,33000,No,Operating Budget,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Aug-,,
E-332,Brooker Creek Preserve SE of FFS Shop Burn,2020,"Pine flatwoods in Brooker Creek Preserve, north Pinellas County",Prescribed Burn,Forest/Woodland,Uplands,Uplands (Non-coastal),Prescribed Burn,Maintenance,Enhancement,No,4,,,28.14474,-82.6545,Florida Forest Service,Pinellas County,Pinellas County,2000,No,In lieu of rent for FFS on-site worksite,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Jan-,,
E-333,Brooker Creek Preserve Site 9N & 9S Burn,2020,"Pine flatwoods in Brooker Creek Preserve, north Pinellas County",Prescribed Burn,Forest/Woodland,Uplands,Uplands (Non-coastal),Prescribed Burn,Maintenance,Enhancement,Yes,15,,,28.12005,-82.65111,Florida Forest Service,Pinellas County,Pinellas County,7136,No,In lieu of rent for FFS on-site worksite,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Mar-,,
E-334,Chito Watershed Activities,2020,"Chito surrounds the C.W. Bill Young Regional Reservoir.  The property consists of wetlands, pine and scrubby flatwoods, scrub, freshwater marsh, and pasture.","Invasive Plant Control, prescribed burn, and 67 invasive and feral hogs controlled",Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,2103,,,27.811,-82.166,Southwest Florida Water Management District,,Southwest Florida Water Management District,13295,No,Internal,Protect or preserve open space,,,,,,,2020-Jul-,Combined three projects on same site,
E-335,City Island Park planting (a),2020,City Island Park on the Interbay Peninsula includes dune and mangrove habitats along with multiple passive recreation options.,"94 Volunteers planted 500 native plants including mangroves, live oak, gumbo limbo, mulberry, and sea grape.",Forest/Woodland,Mix (estuarine and upland),Coastal Uplands,Planting,Enhancement,Enhancement,Yes,3,,,27.85215,-82.55263,Keep Tampa Bay Beautiful,City of Tampa,City of Tampa,,,Keep Tampa Bay Beautiful,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Nov-,,
E-336,City Island Park planting (b),2020,City Island Park on the Interbay Peninsula includes dune and mangrove habitats along with multiple passive recreation options.,"20 volunteers installed native plants, including Dune sunflower, Railroad vine, and Muhly grass on a newly created sand dune.",Dune,Uplands,Coastal Uplands,Erosion Control,Enhancement,Enhancement,No,,1,,27.84807,-82.55449,Keep Tampa Bay Beautiful,City of Tampa,City of Tampa,8000,,Keep Tampa Bay Beautiful,Erosion Control,,,,,,,2020-Sep-,,
E-337,Coffee Pot Bayou Watershed Alliance,2020,Project took place in forested upland which receives stormwater from residential and commercial properties,"Project included invasive species (Wedelia, Brazilian pepper, and Gray nickerbean) removal, debris removal, and native planting (such as Ilex glabra, Conocarpus erectus, and Cocoplum) in and along shores of Coffee Pot Bayou (north St. Petersburg)",Forest/Woodland,Uplands,Coastal Uplands,Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,No,,,420,27.7988,-82.632,Coffeepot Bayou Watershed Alliance,"Tampa Bay Estuary Program, Canturbury School of Florida, Friends of Crescent Lake, North Shore Elementary School, Saint Thomas Episcopal Church",Snell Isle (St. Petersburg) Residents,3500,No,Bay Mini-Grant,Protect/improve/provide habitat for other wildlife,Walt Jaap,"""Project area with dense growth of Sea Hibiscus and Grey Nicker Bean.""",Walt Jaap,Front end-loader removing dense vine growth from site.,Walt Jaap,The area cleared of debris,2019-Dec-,,
E-338,Coker FY20 Invasive Plant Control,2020,"Dominant natural communities include pine flatwoods, scrubby flatwoods, scrub, freshwater marsh, and hardwood hammock. Southern marsh retains water after rains and slowly releases into the Myakka River.",Invasive Plant Control and prescribed burning,Forest/Woodland,Uplands,Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,414,,,27.448,-82.2,Southwest Florida Water Management District,,Southwest Florida Water Management District,7512,No,Internal,Protect or preserve open space,,,,,,,2020-Jul-,Combined two projects on same site,
E-339,Crescent Lake Sustainability Council,2020,Recreational urban park encircling Crescent Lake in St. Petersburg,"Project removed over 58,000 lbs of invasive plants (primarily Pistia sp.) and debris, followed by the planting of over 600 native plants (including species such as Canna flaccida, Valisneria americana, and Crinum americanum)",Lake/Pond,Mix (freshwater and upland),Non-forested Freshwater Wetlands,Invasives Control/Removal - Vegetation,Enhancement,Enhancement,No,8,,,27.78753,-82.64112,"St. Pete Sustainability, Keep Pinellas Beautiful","Tampa Bay Estuary Program, USFSP, Crescent Heights Neighborhood Assn., Coffeepot Bayou Watershed Alliance, Florida LAKEWATCH, St. Petersburg Stormwater, Jacobs Engineering",City of St. Pete,41000,No,Bay Mini-Grant,Protect/improve/provide habitat for fish/shellfish,,,,,,,2019-Dec-,,
E-340,Cypress Creek Watershed Activities,2020,Cypress Creek is a tributary of the Hillsborough River.  Cypress Creek threads its way through cypress and hardwood forest.  Property includes high ridges and flatwoods.,Invasive plant control and prescribed burn,Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,201,,,28.271,-82.411,Southwest Florida Water Management District,,Southwest Florida Water Management District,9076,No,Internal,Protect or preserve open space,,,,,,,2020-Jul-,Combined two projects on same site,
E-341,Double Branch Nature Preserve,2020,Forest/Woodland along wih Tidal Wetland: Sheltered waters along the coast which are affected by both tides and freshwater run-off.,Improve pine flatwoods habitat and reduce fuels to facilitate prescribed burning in urbanized area ,Forest/Woodland,Mix (estuarine and upland),Uplands (Non-coastal),Other,Enhancement,Enhancement,No,48,,,28.01931,-82.62445,Hillsborough County,,Hillsborough County,25440,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Jul-,,
E-342,Fred & Ida Shultz Nature Preserve,2020,Spoil dredged from Tampa Bay then restored as a coastal habitat,Native planting to improve habitat diversity ,Other,Uplands,Coastal Uplands,Planting,Enhancement,Enhancement,No,77,,,27.8121,-82.3937,Hillsborough County,,Hillsborough County,21755,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2019-Jul-,,
E-343,Ft. De Soto Park Exotic Control,2020,"impacting native vegetation, all areas of the park","Herbicide treatment (glyphosate and triclopyr), re-treating areas currently in maintenance. Treated species include rosary pea, air potato, Brazilian pepper, Australian almond tree, punk tree, cogon grass, Guinea grass, lead tree, castor bean, java plum, carrotwood, lantana, simpleleaf chastetree, and Scaevola. All hardwoods were basally treated, or if near water were cut and stump treated with triclopyr. All others were foliar treated with glyphosate.",Other,Uplands,Coastal Uplands,Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,575,,,27.624,-82.715,Pinellas County Parks and Conservation Resources,Florida Fish and Wildlife Conservation Commission ,Pinellas County,116885,No,Florida Fish and Wildlife Conservatino Commission Upland Invasive Plant Mangement Program,Protect/improve/provide habitat for other wildlife,,,,,,,2020-Jul-,,
