View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
18966,18966,"<a href=""http://google.com/maps/place/27.831+-82.471/@27.831,-82.47115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,MacDill AFB Living Shoreline (Phase VI),"The goal of Tampa Bay Watch’s Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.  The restoration technique for this reef construction project uses natural materials; oyster shells in oyster bags along 126 linear feet of shoreline at MacDill Air Force Base.  The project benefits include erosion control and improved water quality.  The lead implementer of this project is the Tampa Bay Watch, Inc. in partnership with MacDill AFB and the Department of Defense.",Artificial Reefs (oyster shell bags along shoreline),Estuarine Shoreline,0.0,0.0,126.0,Reef Construction - Natural Materials,,Y,0,,Erosion control:Improve or protect water quality,Restoration,"Tampa Bay Watch, Inc.",,27.8310,-82.4710,Environmental Protection Commission Pollution Recovery Fund,US Department of Defense,28-AUG-18 02.24.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),Artificial Reefs,4
18671,18671,"<a href=""http://google.com/maps/place/27.555+-82.252/@27.555,-82.25215z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,McKay Bay South Oyster Reef Creation and Enhancement,"The goal of Tampa Bay Watch’s Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.",Artificial reefs (oyster bars and beds placed along the south western shoreline),Shell Bottom,0.5,0.0,,Shoreline Stabilization/Enhancement,,,0,225000,Erosion control:Increase or protect water quantity:Protect/improve/provide habitat for fish/shellfish,Restoration,Tampa Bay Watch,,27.5550,-82.2520,Tampa Bay Environmental Restoration Fund,Port Tampa Bay,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Living Shorelines,Oyster Bars,11
18659,18659,"<a href=""http://google.com/maps/place/28.096+-82.701/@28.096,-82.70115z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,East Lake Mgmt Area Exotic Veg. Control,"Nuisance exotic vegetation control to remove invasive plants, site under maintenance control",forested wetland in East Lake Mgmt Area,Forested Wetland,4.0,0.0,,Invasives Control/Removal - Vegetation,,,0,4000,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,28.0960,-82.7010,Pinellas County Tree Bank,Pinellas County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Forested Freshwater Wetlands,,28
18653,18653,"<a href=""http://google.com/maps/place/27.843+-82.516/@27.843,-82.51615z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Invasive Species Control,"chemical treatment for maintenance control of Brazilian pepper, lead tree, melaleuca, Australian pine and melaleuca throughout 2,300 acres on the southern side of the base.  Invasive grasses were treated through foliar application, and the tree species were primarily treated through basal bark application to kill the plants in place.",Pine forest areas are largely historic planted pine which has not been managed for timber.  Areas of oak hammock and mangrove lined ditches are scattered throughout the pine areas and mangrove estuary predominates along the southern boundary of the site.,Forest/Woodland,1500.0,0.0,,Invasives Control/Removal - Vegetation,,,0,218000,Increase or protect water quantity:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,MacDill Air Force Base,,27.8430,-82.5160,Department of Defense,MacDill Air Force Base,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Uplands (Non-coastal),,134
18668,18668,"<a href=""http://google.com/maps/place/27.522+-82.251/@27.522,-82.25115z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,2D Oyster Reef Community Construction Project,"The goal of Tampa Bay Watch’s Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.",Artificial reefs (oyster beds placed along the eastern shoreline),Shell Bottom,0.3,0.0,,Shoreline Stabilization/Enhancement,,,0,75000,Erosion control:Increase or protect water quantity:Protect/improve/provide habitat for fish/shellfish,Restoration,Tampa Bay Watch,,27.5220,-82.2510,"Citgo, Coastal Conservation Assoc. Florida/Building Conservation Trust, US Fish and Wildlife Service, Coastal Program, SeaWorld Busch Gardens Conservation Fund",Port Tampa Bay,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Living Shorelines,Oyster Bars,11
18665,18665,"<a href=""http://google.com/maps/place/27.514+-82.564/@27.514,-82.56415z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Palmetto Estuary Phase 2A,Side cast fill material from the creation of the Carr Drain was used to create a small coastal upland area with berm breaches that connected a formally disconnected black mangrove forest.  Exotic removal and native plantings were also incorporated,Coastal uplands and estuarine wetlands,Salt Marsh,0.3,0.0,,Other,,,0,99498,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife:Restore natural hydrology,Restoration,Southwest Florida Water Management District,,27.5140,-82.5640,Southwest Florida Water Management District Ad Valorum,City of Palmetto,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Low-Salinity Salt Marsh,,3
18632,18632,"<a href=""http://google.com/maps/place/27.786+-82.246/@27.786,-82.24615z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Balm Boyette Scrub Preserve,"Restoration consisted of mechanical reduction of hardwood trees to improve habitats for native plants, other wildlife. Heavy equipment was used to remove invasive trees. Reduction of invasive trees is important to allow native trees to grow.","The Balm-Boyette Scrub Nature Preserve is a 5,723-acre preserve located in Hillsborough County, Florida.",Forest/Woodland,13.0,0.0,,Other,,,0,16500,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.7860,-82.2460,Hillsborough County Board of County Commissioners,Hillsborough County,,,Can you provide a few words about mechanical reduction please? Is this thinning out/taking down some trees? (¿9¿/¿22¿/¿2017 5:16:48 pm),APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Uplands (Non-coastal),,18
18647,18647,"<a href=""http://google.com/maps/place/28.086+-82.076/@28.086,-82.07615z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Lower Green Swamp Preserve,"Ditch removal, ditch filling and plugging.  This project will aid with proper water flow and levels.","Preserve includes about 13,000 acres of former cattle ranchland and farmlands that are now being restored to a more a natural state.Species in the area include white-tailed deer, Sherman's fox squirrels, bald eagles and an occasional bobcat.",Salt Marsh,1.0,0.0,,"Ditch Removal, Filling, or Plugging",,,0,280000,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,28.0860,-82.0760,Florida Fish and Wildlife,Hillsborough County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Low-Salinity Salt Marsh,,1
18641,18641,"<a href=""http://google.com/maps/place/27.831+-82.244/@27.831,-82.24415z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Fish Hawk Preserve,"Mechanical reduction of hardwoods; trees, shrubs and plants to encourage native species growth.","Habitats include Pine flatwoods, sandhill, scrub, and creek corridors",Forest/Woodland,116.0,0.0,,Other,,,0,39785,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.8310,-82.2440,Hillsborough County Board of County Commissioners,Hillsborough County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Uplands (Non-coastal),,18
18631,18631,"<a href=""http://google.com/maps/place/27.895+-82.171/@27.895,-82.17115z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Bahia Beach Nature Preserve,Removal of invasive plants/vegetation within the preserve to enhance native plant colonies.,Coastal hammock - salt barren and mangroves.,Mangrove,24.0,0.0,,Invasives Control/Removal - Vegetation,,,0,5928,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.8950,-82.1710,Hillsborough County Board of County Commissioners,Hillsborough County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Mangrove Forests,,15
18677,18677,"<a href=""http://google.com/maps/place/27.695+-82.502/@27.695,-82.50215z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Give-A-Day for the Bay at Cockroach Bay Preserve,25 volunteers worked to collect 145 pounds of native seeds from the Preserve.  The seeds will then be planted at the Fred and Idah Shultz Preserve.,"A 4,800 acres Preserve consists of numerous mangrove islands and provides nursery areas for snook, red drum, and other gamefish.
 
Submerged habitats include seagrass beds, hardbottom, and oyster reefs.",Salt Marsh,0.0,0.0,,Other,,,0,250,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6950,-82.5020,Tampa Bay Estuary Program,Southwest Florida Water Management District,06-SEP-17 02.25.51.096862000 PM -04:00,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Low-Salinity Salt Marsh,,3
18675,18675,"<a href=""http://google.com/maps/place/27.517+-82.664/@27.517,-82.66415z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Give-A-Day for the Bay at Robinson Preserve to celebrate National Estuaries Week,"50 volunteers worked to plant 6,500 plants within Robinson Preserve to celebrate National Estuaries Week.","Robinson Preserve is located in northwestern Bradenton, in the Palma Sola area, across the street from the Palma Sola Botanical Gardens. This 487-acre preserve has undergone an incredible transformation from disturbed farmland to coastal and wetland habitats.",Salt Marsh,2.0,0.0,,Planting,,,0,700,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.5170,-82.6640,Tampa Bay Estuary Program,Manatee County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Low-Salinity Salt Marsh,,12
18649,18649,"<a href=""http://google.com/maps/place/28.086+-82.076/@28.086,-82.07615z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Lower Green Swamp Preserve - Invasives,Removal of invasive vegetation.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife.,"Includes about 13,000 acres of former cattle ranchland and farmlands that are now being restored to a more a natural state. Species in the area include white-tailed deer, Sherman's fox squirrels, bald eagles and an occasional bobcat.",Forested Wetland,68.0,0.0,,Invasives Control/Removal - Vegetation,,,0,45000,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,28.0860,-82.0760,Florida Fish and Wildlife,Hillsborough County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Forested Freshwater Wetlands,,28
18640,18640,"<a href=""http://google.com/maps/place/27.932+-82.065/@27.932,-82.06515z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,English Creek Preserve,Removal of invasive vegetation.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife.,"English Creek is located on 380 acres in eastern Hillsborough County, just east of Plant City, FL and consists of open grasslands, mesic flatwoods, upland mixed forest, and bottomland forest.",Salt Marsh,50.0,0.0,,Invasives Control/Removal - Vegetation,,,0,40000,Increase or protect water quantity:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.9320,-82.0650,Florida Fish and Wildlife,Hillsborough County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Low-Salinity Salt Marsh,,3
18656,18656,"<a href=""http://google.com/maps/place/28.076+-82.661/@28.076,-82.66115z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Flatwoods Restoration,To restore the flatwoods’ biodiversity and reduce the high fuel loads through mechanical thinning with use of mulching head mower equipment.  This will also allow these areas to be burned under safer conditions and put on a regular burn regime to maintain the plant biodiversity which will also provide good habitat for resident wildlife,flatwoods in Brooker Creek Preserve,Forest/Woodland,275.0,0.0,,Prescribed Burn,,,0,325875,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,28.0760,-82.6610,Pinellas County Operating Budget,Pinellas County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Uplands (Non-coastal),,33
18655,18655,"<a href=""http://google.com/maps/place/27.93+82.741/@27.93,82.74115z  target=""_blank"">Google Map</a>",2017,Region 4,FL,Tampa Bay Estuary Program,Allen’s Creek Mgmt Area Exotic Veg. Control,"Nuisance exotic vegetation control, site under maintenance control","hammock, mangrove swamp, marsh in Allen’s Creek Mgmt Area",Forested Wetland,10.0,0.0,,Invasives Control/Removal - Vegetation,,,0,10500,Increase or protect water quantity:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,27.9300,82.7410,Pinellas County Tree Bank,Pinellas County,,,,APPROVED,APPROVED,,XRHOSLER,misty@tbep.org,Forested Freshwater Wetlands,,28
