"View_Detail","Federal_Fiscal_Year","Region","State_Code","NEP_Name","Project_Name","Project_Description","Habitat_Description","Habitat_Type","Restoration_Technique","Donated_Land","Data_Unavailable","Total_Project_Cost","Project_Benefits","Activity_Name","Lead_Implementer","Partners","Main_Funding_Source","Site_Owner","Last_Updated_Date","NEP_Comments","HQ_Comments","HQ_Status","Region_Status","Author","Submitter_Email","PrimaryHabitat","SecondaryHabitat","EPA_Section_320","Acres","Miles","Latitude","Longitude","Feet","ID_Number","GeneralHabitat","GeneralActivity","BeforePhotoCredit","BeforePhotoCaption","DuringPhotoCredit","DuringPhotoCaption","AfterPhotoCredit","AfterPhotoCaption"
20300,2020,"Region 4","FL","Tampa Bay Estuary Program","Egmont Key Invasive Removal and Re-vegetation","The Service contracted for the chemical treatment (using Pathfinder, Tribune and Cornerstone) of invasive non-native and invasive native vegetation throughout the 270 acres in order to enhance nesting habitat for species such as Black skimmers, Royal terns, Sandwich terns, American Oystercatchers, and Brown pelicans.  As part of the project, approximately 270,000 native seedlings of various species including Sea oats, Beach grass, and Sea grapes were planted in treated areas.","Egmont Key is a 270 acre island and National Wildlife Refuge located at the mouth of Tampa Bay.  The island serves as an important nesting site for birds and sea turtles.  Rich in cultural history, the island is a popular destination for local boaters and is cooperatively managed with the DEP as a unit of the Florida Park Service.","Island","Invasives Control/Removal - Vegetation","No","","294000","Protect/improve/provide habitat for birds","Reestablish","US Fish & Wildlife Service","Florida Park Service","US Govt.","US Fish & Wildlife Service","10-SEP-20 07.17.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Coastal Uplands","",0,270,NA,27.5898,-82.76282,NA,"R-143","Uplands","Restoration","","","","","",""
20387,2020,"Region 4","FL","Tampa Bay Estuary Program","Emerson Point Preserve 2020 Planting","Growing out and planting federally endangered plant, Harrisia aboriginum","Prior upland restoration habitat used to implement regeneration of endangered plant species.","Forest/Woodland","Planting","","","15000","","Reestablish","Manatee County Parks & Natural Resources Department","United States Fish and Wildlife Service","","Manatee County","10-SEP-20 07.13.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,0.1,NA,27.53503,-82.62681,NA,"R-144","Uplands","Restoration","","","","","",""
20279,2020,"Region 4","FL","Tampa Bay Estuary Program","Fred & Ida Shultz Nature Preserve","Native planting to improve habitat diversity ","Spoil dredged from Tampa Bay then restored as a coastal habitat","Other","Planting","No","","21755","Protect/improve/provide habitat for other wildlife","Enhancement","Hillsborough County","","BOCC","Hillsborough County","10-SEP-20 07.47.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Intertidal Estuarine (Other)","",0,77,NA,27.8121,-82.3937,NA,"E-342","Estuarine","Maintenance","","","","","",""
20293,2020,"Region 4","FL","Tampa Bay Estuary Program","Ft. DeSoto Park Exotic Vegetation Maintenance","Herbicide treatment (glyphosate and triclopyr), re-treating areas currently in maintenance. Treated species include rosary pea, air potato, Brazilian pepper, Australian almond tree, punk tree, cogon grass, Guinea grass, lead tree, castor bean, java plum, carrotwood, lantana, simpleleaf chastetree, and Scaevola. All hardwoods were basally treated, or if near water were cut and stump treated with triclopyr. All others were foliar treated with glyphosate.","impacting native vegetation, all areas of the park","Other","Invasives Control/Removal - Vegetation","No","","116885","Protect/improve/provide habitat for other wildlife","Rehabilitat","Pinellas County Parks and Conservation Resources","Florida Fish and Wildlife Conservation Commission","Florida Fish and Wildlife Conservatino Commission Upland Invasive Plant Mangement Program","Pinellas County","10-SEP-20 07.38.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,575,NA,27.624,-82.715,NA,"E-343","Uplands","Maintenance","","","","","",""
20264,2020,"Region 4","FL","Tampa Bay Estuary Program","Gilley Watershed Land Activities","Invasive control of Cogon grass, Brazilian pepper, and other exotic plants was conducted using herbicides (Glyphosate, Imazapyr, and Triclopyr). , and a subsequent prescribed burn was conducted to restore and maintain native upland forested habitat. Non-concurrent with the prescribed fire, 32 invasive hogs were controlled prior to the prescribed burn during a hunt at no cost to the District).","Protects the main branch of Gilley Creek, a tributary of the Manatee River.  Consist of converted agriculture and undisturbed areas of native habitat.","Forest/Woodland","Invasives Control/Removal - Vegetation","No","","104030","Protect or preserve open space","Rehabilitat","Southwest Florida Water Management District","","Internal","Southwest Florida Water Management District","10-SEP-20 06.33.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,6835,NA,27.526,-82.265,NA,"E-344","Uplands","Maintenance","","","","","",""
20383,2020,"Region 4","FL","Tampa Bay Estuary Program","Headwaters Preserve Invasive Plant Control","Contracted and staff initiated control of a broad spectrum of invasive plant species to bring coverages to managable levels","Mosaic of upland and freshwater wetland habitats which had been subjected to invasive species incursion.","Grassland","Invasives Control/Removal-Vegetation","","","30000","","Maintenance","Manatee CountyParks & Natural Resources Department","Florida Fish and Wildlife Conservation Commission- Uplands Program","FWC-Uplands program, Manatee County","Manatee County","10-SEP-20 07.27.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,2000,NA,27.59904,-82.08816,NA,"E-345","Uplands","Maintenance","","","","","",""
20461,2020,"Region 4","FL","Tampa Bay Estuary Program","Hillsborough Community College Native Planting","Volunteers physically removed 1,080 pounds of Brazilian pepper and planted 92 native trees (including Long Leaf Pine and Sand Live Oak)","Mixed upland areas at Hillsborough Community College Plant City Campus","Forest/Woodland","Planting","","Y","in-kind","Protect/improve/provide habitat for other wildlife","Enhancement","Keep Tampa Bay Beautiful","","","Hillsborough Community College","10-SEP-20 07.45.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,10,NA,28.0271,-82.10333,NA,"E-346","Uplands","Maintenance","","","","","",""
20238,2020,"Region 4","FL","Tampa Bay Estuary Program","Ignacio Haya Park Living Shoreline Project","This 2,200 linear feet of park has mild to excessive erosion caused by boat wakes. This erosion has undercut the native trees, washed out the native plants/sediments, and this site has pockets of non-native vegetation. These issues were all addressed by implementing a Living Shoreline (LS) treatment, consisting of narrow band of rock placed approximately 10 feet from the original shoreline; these rocks will disrupt the boat wakes, allowing the banks to be restored with sediment and native wetland plants. Installed species included Spartina alterniflora, S. bakeri, S. patens, muhly grass, and dune sunflower.","Oligohaline shoreline section of the Hillsborough River (eastside, just below the Hillsborough Aveune bridge). Boat wake derived shoreline erosion  negatively affecting native marsh at this passive linear park.","Tidal Wetland: Sheltered waters along the coast which are affected by both tides and freshwater run-off.","Reestablishment","Dona","","153000","Project Benefits (June 2020)","Reestablish","Ecosphere Restoration Institute","City of Tampa, EPC, TBEP (TBERF)","Primary Funding Source: TBERF ($76K), EPC ($47K), City of Tampa ($30K), & ERI ($8K)","City of Tampa","10-SEP-20 07.07.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Low-Salinity Salt Marsh","",0,NA,0.416666667,27.9937,-82.46508,2200,"LS-086","Estuarine","Restoration","Photo 1 (Before) Credit - T. Ries","Photo 1 (Before) Caption:  North end facing south; of eroded shoreline and exposed stormwater drainage pipe","Photo 2 (During) Credit - T. Ries","Photo 2 (During) Caption:  Central zone; rock revetment being placed at low tide","Photo 3 (After) Credit - T. Ries","Photo 3 (After) Caption:  South end , plants recently installed (June 2020)"
20313,2020,"Region 4","FL","Tampa Bay Estuary Program","Kenneth City (Give-A-Day)","19 volunteers removed debris around this urban lake","This is a 3-acre lake in a city park owned and maintained by Kenneth City, Pinellas County.","Lake/Pond","Debris Removal","No","","500","Improve or protect water quality","Enhancement","Tampa Bay Estuary Program","Keep Pinellas Beautiful, Town of Kenneth City,","EPA Work Plan","Town of Kenneth City","10-SEP-20 06.23.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Non-forested Freshwater Wetlands","",250,NA,0.5,27.82058,-82.71705,NA,"E-347","Freshwater","Maintenance","","","","","",""
20389,2020,"Region 4","FL","Tampa Bay Estuary Program","Lake Roberta Restoration","Freshwater lake habitat restoration, including sediment & erosion control and water quality treatment. To enhance water quality, a dredging operation deployed a barge-mounted hydraulic dredge with a large cutter suction head to remove 3,400 cubic yards of accumulated sediments from stormwater runoff.","Highly urbanized freshwater lake acting as stormwater runoff catchment system","Lake/Pond","Stormwater/Runoff Controls","No","","450000","Erosion Control","Maintenance","City of Tampa","none","City of Tampa","City of Tampa","10-SEP-20 07.52.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Non-forested Freshwater Wetlands","",0,2.37,NA,28.0009,-82.4494,NA,"E-348","Freshwater","Maintenance","","","","","",""
20292,2020,"Region 4","FL","Tampa Bay Estuary Program","Little Bird Key Oyster Reef Ball Project","Installing Oyster Reef Balls on the northwestern shoreline with community volunteers","Little Bird Key - part of the Pinellas National Wildlife Refuge Islands, located just east of Tierra Verde.  The keys northwestern shoreline experiences severe erosion due to boat waking from adajacent channel.","Estuarine Shoreline","Shoreline Stabilization/Enhancement","No","","96000","Erosion Control","Enhancement","Tampa Bay Watch","Tampa Bay Estuary Program Bay-Mini Grant, Friends of Tampa Bay Refuges, Tampa Bay Environmental Restoration Fund","TBERF","US Fish and Wildlife","10-SEP-20 07.51.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Intertidal Estuarine (Other)","Living Shorelines",0,NA,0.09469697,27.68541,-82.71712,500,"LS-087","Estuarine","Maintenance","","","","","",""
20280,2020,"Region 4","FL","Tampa Bay Estuary Program","Little Manatee River Nature Preserve (a)","Preparation for eventual restoration by control exotics through shading, and reducing soil impacts. ","Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields","Forest/Woodland","Other","No","","22453","Protect/improve/provide habitat for other wildlife","Rehabilitat","Hillsborough County","","BOCC","SWFWMD / Hillsborough County","10-SEP-20 06.23.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,60,NA,27.65632,-82.35095,NA,"E-350","Uplands","Maintenance","","","","","",""
20278,2020,"Region 4","FL","Tampa Bay Estuary Program","Little Manatee River Nature Preserve (b)","Preparation for contracted groundcover restoration ","Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields","Forest/Woodland","Other","No","","37545","Protect/improve/provide habitat for other wildlife","Rehabilitat","Hillsborough County","","BOCC","SWFWMD / Hillsborough County","10-SEP-20 06.23.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,178,NA,27.6968,-82.28213,NA,"E-349","Uplands","Maintenance","","","","","",""
20281,2020,"Region 4","FL","Tampa Bay Estuary Program","Little Manatee River Nature Preserve (c)","Exotic Plant Control","Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields","Forest/Woodland","Invasives Control/Removal - Vegetation","No","","4140","Protect/improve/provide habitat for other wildlife","Maintenance","Hillsborough County","","BOCC","SWFWMD / Hillsborough County","10-SEP-20 06.34.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,23,NA,27.69089,-82.44814,NA,"E-351","Uplands","Maintenance","","","","","",""
20289,2020,"Region 4","FL","Tampa Bay Estuary Program","Little Manatee River Submerged Aquatic Vegetation Restoration Project","Restoring submerged aquatic vegetation and measuring the effectiveness of two unique planting methods. Tape grass (Vallisneria americana) will be reintroduced into the river through GrowSAV Herbivory Exclusion Cages and mechanical planting. Data collected will be used to determine the effectiveness of the two planting technologies.","This project shall enhance aquatic habitat in the Little Manatee River by restoring submerged aquatic vegetation.","Submerged Aquatic Vegetation (SAV)","Planting","No","","57032","Improve or protect water quality","Reestablish","Sea & Shoreline LLC","","EPC Pollution Recovery Fund","Port Tampa Bay","10-SEP-20 07.08.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Seagrasses","",0,1.2,NA,27.67597,-82.40633,NA,"R-145","Estuarine","Restoration","","","","","",""
20271,2020,"Region 4","FL","Tampa Bay Estuary Program","Lower Hillsborough Watershed Land Activities","Invasive plant control, prescribed burn, and 50 hogs controlled","Property encompasses 13 miles of the Hillsborough River. Land cover consists of riverine forest and pine flatwoods.","Forest/Woodland","Invasives Control/Removal - Vegetation","No","","35067","Protect or preserve open space","Rehabilitat","Southwest Florida Water Management District","","Internal","Southwest Florida Water Management District","10-SEP-20 06.26.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,1874,NA,28.114,-82.301,NA,"E-352","Uplands","Maintenance","","","","","",""
20241,2020,"Region 4","FL","Tampa Bay Estuary Program","MacDill Air Force Base Invasive Species Treatment - Mechanical","The vertical hegith reduction of Brazilian pepper in multiple locations throughout MacDill AFB.  This will allow for a more targeted approach to maintenanc of Brazilian pepper regrowth.","Multiple locations throughout MacDill AFB of high density Brazilian pepper.","Forest/Woodland","Invasives Control/Removal - Vegetation","No","","28000","Protect/improve/provide habitat for other wildlife","Rehabilitat","United States Air Force","Ground Level Inc.","United States Air Force","USAF","10-SEP-20 06.27.00.000000000 PM -04:00","","","APPROVED","APPROVED","XGRAULER","graulerson@tbep.org","Uplands (Non-coastal)","",0,56,NA,27.86611,-82.5087,NA,"E-354","Uplands","Maintenance","","","","","",""
